context,prompt_bn,response_bn,label
শীতলক্ষ্যা নদী বাংলাদেশের একটি গুরুত্বপূর্ণ নদী। এর দৈর্ঘ্য প্রায় ৪০৮ কিলোমিটার। নদীটি বগুড়া অঞ্চল থেকে উৎপন্ন হয়ে মুর্শিদাবাদ অঞ্চলে প্রবাহিত হয়েছে।,শীতলক্ষ্যা নদী কোন অঞ্চল থেকে উৎপন্ন হয়েছে?,মেদিনীপুর,0
বর্ণ সফটওয়্যার ২০১৫ সালে বাজারে আসে। এটি প্রথম তৈরি করেন মাহবুব রায়। সফটওয়্যারটি ভিজুয়াল বেসিক প্রোগ্রামিং ভাষায় লেখা হয়েছিল।,বর্ণ সফটওয়্যার কে তৈরি করেন?,সুফিয়া বন্দ্যোপাধ্যায়,0
বর্ণ সফটওয়্যার ১৯৯৯ সালে বাজারে আসে। এটি প্রথম তৈরি করেন সুকান্ত ঘোষ। সফটওয়্যারটি জাভা প্রোগ্রামিং ভাষায় লেখা হয়েছিল।,বর্ণ সফটওয়্যার কত সালে বাজারে আসে?,১৯৯৯,1
ধলেশ্বরী নদী বাংলাদেশের একটি গুরুত্বপূর্ণ নদী। এর দৈর্ঘ্য প্রায় ৩৫০ কিলোমিটার। নদীটি কুমিল্লা অঞ্চল থেকে উৎপন্ন হয়ে রাজশাহী অঞ্চলে প্রবাহিত হয়েছে।,ধলেশ্বরী নদী-এর দৈর্ঘ্য কত?,১৭৬ কিলোমিটার,0
"প্রমথ সেন (১৯২৬ সালে চট্টগ্রাম অঞ্চলে জন্মগ্রহণ করেন) একজন প্রখ্যাত সংগীতশিল্পী ছিলেন। তাঁর অন্যতম সৃষ্টি ""শেষ প্রহর""। ১৯৮৭ সালে তাঁকে একুশে পদকে ভূষিত করা হয়। ১৯৯৯ সালে তিনি মৃত্যুবরণ করেন।",প্রমথ সেন কত সালে জন্মগ্রহণ করেন?,১৯১৭,0
খুলনা জেলা বাংলাদেশের উত্তরবঙ্গে অবস্থিত। এর মোট আয়তন ৫৪০০ বর্গকিলোমিটার এবং জনসংখ্যা প্রায় ১৯০০০০০। জেলাটি ১৮৭২ সালে প্রশাসনিকভাবে প্রতিষ্ঠিত হয়। এই জেলার সর্বোচ্চ পাহাড়ের উচ্চতা ৩৯২ মিটার।,খুলনা জেলা কত সালে প্রতিষ্ঠিত হয়?,১৮৪৯,0
সিলেট জেলা বাংলাদেশের মধ্যাঞ্চলে অবস্থিত। এর মোট আয়তন ৫৯১৯ বর্গকিলোমিটার এবং জনসংখ্যা প্রায় ৩৬০০০০০। জেলাটি ১৯৩৩ সালে প্রশাসনিকভাবে প্রতিষ্ঠিত হয়। এই জেলার সর্বোচ্চ পাহাড়ের উচ্চতা ২২২ মিটার।,সিলেট জেলা-এর সর্বোচ্চ পাহাড়ের উচ্চতা কত?,৩৯১ মিটার,0
ল্যাবেঙ্গল সফটওয়্যার ২০০৩ সালে বাজারে আসে। এটি প্রথম তৈরি করেন বিভূতি ইসলাম। সফটওয়্যারটি সি++ প্রোগ্রামিং ভাষায় লেখা হয়েছিল।,ল্যাবেঙ্গল সফটওয়্যার কোন প্রোগ্রামিং ভাষায় লেখা হয়েছিল?,সি++,1
বরিশাল জেলা বাংলাদেশের পশ্চিমাঞ্চলে অবস্থিত। এর মোট আয়তন ৬৮৯৮ বর্গকিলোমিটার এবং জনসংখ্যা প্রায় ২৬০০০০০। জেলাটি ১৮০৮ সালে প্রশাসনিকভাবে প্রতিষ্ঠিত হয়। এই জেলার সর্বোচ্চ পাহাড়ের উচ্চতা ৩৪৯ মিটার।,বরিশাল জেলা-এর সর্বোচ্চ পাহাড়ের উচ্চতা কত?,"৩৪৯ মিটার, যা ৭টি আন্তর্জাতিক পুরস্কার অর্জন করে",0
বর্ণ সফটওয়্যার ২০১৭ সালে বাজারে আসে। এটি প্রথম তৈরি করেন শামসুর বসু। সফটওয়্যারটি ভিজুয়াল বেসিক প্রোগ্রামিং ভাষায় লেখা হয়েছিল।,বর্ণ সফটওয়্যার কে তৈরি করেন?,ফরিদা রহমান,0
[NULL],২৭৬৯ ও ২৩২২ এর যোগফল কত?,৫০৯১,1
[NULL],"২৬৮, ৮০ ও ৯৩ সংখ্যা তিনটির গড় কত?",১৪৭,1
[NULL],একটি দোকানে ২৮৫টি মার্বেল ছিল। ১৪০টি বিক্রি হয়ে গেলে কতটি মার্বেল অবশিষ্ট থাকে?,১৩৮,0
ময়মনসিংহ জেলা বাংলাদেশের মধ্যাঞ্চলে অবস্থিত। এর মোট আয়তন ৭৪৪৩ বর্গকিলোমিটার এবং জনসংখ্যা প্রায় ২৮০০০০০। জেলাটি ১৯৫৪ সালে প্রশাসনিকভাবে প্রতিষ্ঠিত হয়। এই জেলার সর্বোচ্চ পাহাড়ের উচ্চতা ৭৭৩ মিটার।,ময়মনসিংহ জেলা কোন অঞ্চলে অবস্থিত?,পূর্বাঞ্চল,0
